"time{s}","pos{rev}","velocity{rad/s}","pwm"
9.4,0.7910930485285461,-0.011065114295092908,-1.455936091459593E-4
9.42,0.7909735750364807,-0.0375337044970887,-4.938645328564302E-4
9.44,0.7908126295384202,-0.05056251943354255,-6.652963083360862E-4
9.46,0.790707530320226,-0.03301789317768058,-4.344459628642181E-4
9.48,0.7906116317467773,-0.030127425383655072,-3.964134918901983E-4
9.5,0.7905139614791723,-0.03068401951817483,-4.03737098923353E-4
9.52,0.7904106373762575,-0.032460224265604215,-4.271082140211081E-4
9.54,0.7902991511437132,-0.03502443291376266,-4.60847801496877E-4
9.56,0.7900869093115105,-0.06667773808322723,-8.77338658989832E-4
9.58,0.7899084003423695,-0.0560802466053266,-7.378979816490342E-4
9.6,0.7898144643921522,-0.029510849111076008,-3.8830064619836853E-4
9.62,0.789658537109471,-0.04898600057653016,-6.445526391648705E-4
9.64,0.7894738678748767,-0.058015551074546735,-7.633625141387729E-4
9.66,0.789265115578146,-0.06558146818292868,-8.629140550385353E-4
9.68,0.7890311788945067,-0.07349337667264119,-9.670181141137E-4
9.7,0.7888600786919601,-0.05375271393481771,-7.072725517739172E-4
9.72,0.7887027922413595,-0.04941299577159947,-6.501709969947299E-4
9.74,0.7884570417447506,-0.07720479547631041,-0.001015852572056716
9.76,0.7881646841831063,-0.0918468367883463,-0.0012085110103729777
9.78,0.7879221682869507,-0.07618861577408341,-0.0010024817865010975
9.8,0.7876819944888298,-0.07545282397616777,-9.928003154758918E-4
9.82,0.7874323446542281,-0.07842980863544705,-0.0010319711662558821
9.84,0.7871684975935656,-0.08288999874490433,-0.0010906578782224254
9.86,0.7868871125402831,-0.08839972162221485,-0.0011631542318712481
9.88,0.786585086228365,-0.09488436427128939,-0.0012484784772538078
9.9,0.7862593246959012,-0.10234100372102231,-0.0013465921542239777
9.92,0.7859066980399535,-0.1107809311785139,-0.0014576438312962354
9.94,0.7856143477959018,-0.09184453789882653,-0.0012084807618266647
9.96,0.785242290189333,-0.11688534435085883,-0.0015379650572481425
9.98,0.7848244171777574,-0.13127867832997508,-0.001727351030657567
10,0.7844551649240817,-0.11600401674687495,-0.0015263686414062492
10.02,0.7840862161166228,-0.1159086863063897,-0.0015251142935051277
10.04,0.7837051782398156,-0.11970657945172371,-0.0015750865717332066
10.06,0.7833068088597471,-0.12515143178379928,-0.0016467293655763062
10.08,0.7828872611218199,-0.13180480913022027,-0.0017342738043450037
10.1,0.7824429332963331,-0.13958970323348358,-0.0018367066214932052
10.12,0.7819702391390716,-0.1485012491847619,-0.0019539638050626567
10.14,0.7814655624202459,-0.1585488672300386,-0.002086169305658403
10.16,0.7810155643205724,-0.14137107240640265,-0.0018601456895579298
10.18,0.7805701027758526,-0.13994587163486968,-0.0018413930478272326
10.2,0.7800258381674808,-0.1709857695269779,-0.0022498127569339195
10.22,0.7794235867363715,-0.1892028671586757,-0.002489511409982575
10.24,0.778858770399053,-0.17744228559468614,-0.0023347669157195543
10.26,0.7783731914281049,-0.15254913278686247,-0.002007225431406085
10.28,0.7778172666276515,-0.17464892690531597,-0.0022980121961225786
10.3,0.7772224438410815,-0.186869089647576,-0.0024588038111523157
10.32,0.7765918375732437,-0.19811080183474944,-0.0026067210767730187
10.34,0.7759228674246686,-0.21016317042339092,-0.0027653048739919857
10.36,0.7753021023172949,-0.19501911009298553,-0.002566040922276125
10.38,0.7746790872527858,-0.19572595497377296,-0.0025753415128128023
10.4,0.7740404465609932,-0.20063489056188508,-0.0026399327705511192
10.42,0.7732898782415709,-0.23579799183142033,-0.003102605155676583
10.44,0.7725596119903116,-0.2294199090120929,-0.003018683013317012
10.46,0.7718985373852942,-0.20768271225975335,-0.002732667266575702
10.48,0.7711582196109124,-0.23257768813199414,-0.0030602327385788703
10.5,0.7703700723182672,-0.24760377445209963,-0.0032579444006855217
10.52,0.7696272605882233,-0.23336118741060188,-0.0030705419396131824
10.54,0.7688804502731637,-0.23461737994164897,-0.0030870707887059074
10.56,0.7680259797656368,-0.2684398269155486,-0.003532102985730903
10.58,0.7671944427333307,-0.2612350631880626,-0.003437303463000824
10.6,0.7663439252449763,-0.267197949316425,-0.003515762491005592
10.62,0.7655528179662567,-0.2485336815026331,-0.0032701800197714884
10.64,0.7646784097301561,-0.2747034490772043,-0.0036145190668053196
10.66,0.7637530867984236,-0.29069877245291204,-0.003824983848064632
10.68,0.7627797251041527,-0.30579059480071497,-0.004023560457904144
10.7,0.7618455961063546,-0.2934652796987972,-0.0038613852591947
10.72,0.7609903219643314,-0.26869229613853474,-0.0035354249491912466
10.74,0.7600633458998257,-0.29121811943044634,-0.003831817360926925
10.76,0.7590050799997591,-0.33246403771940586,-0.004374526812097445
10.78,0.7579547458114375,-0.32997221698453577,-0.0043417396971649445
